title,link,video_id,channel,views,snippet,length_str,parsed_length,parsed_views
Big Sean's Manifestation Mantra: Why You Need to Stop Chasing and Start Attracting,https://www.youtube.com/watch?v=Cn8MSHirv54,Cn8MSHirv54,Jay Shetty Podcast,"469,884 views",,1:27:08,5228,469884
"MrBeast: If You Want To Be Liked, Don't Help People & I Lost Tens Of Millions On Beast Games!",https://www.youtube.com/watch?v=FjrJ2DJN_pA,FjrJ2DJN_pA,The Diary Of A CEO,"2,240,957 views",,1:43:15,6195,2240957
Michael B. Jordan • R&B MONEY Podcast • Ep.041,https://www.youtube.com/watch?v=W6QHCrvM0kg,W6QHCrvM0kg,R&B Money Podcast,"443,298 views",,51:13,3073,443298
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,131 views",,1:18:54,4734,1487131
Communicate with Confidence: The Blueprint for Mastering Every Conversation,https://www.youtube.com/watch?v=ZUCB3M_1Qp4,ZUCB3M_1Qp4,Mel Robbins,"2,211,549 views",,59:00,3540,2211549
KOBE BRYANT'S LAST GREAT INTERVIEW On How To FIND PURPOSE In LIFE | Kobe Bryant & Jay Shetty,https://www.youtube.com/watch?v=g2cQ2kD6lzs,g2cQ2kD6lzs,Jay Shetty Podcast,"3,741,673 views",,43:05,2585,3741673
“Scarcity is an Illusion!” Big Sean’s SECRET to Becoming a Money Magnet,https://www.youtube.com/watch?v=skpzulFjMkc,skpzulFjMkc,Lewis Howes,"225,582 views",,1:39:11,5951,225582
"Body Language Expert: Stop Using This, It’s Making People Dislike You, So Are These Subtle Mistakes!",https://www.youtube.com/watch?v=VHUrdELKjDw,VHUrdELKjDw,The Diary Of A CEO,"8,760,130 views",,2:43:35,9815,8760130
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,728 views",,1:31:10,5470,3447728
Secret Agent: How To Detect A Lie Instantly! - Evy Poumpouras,https://www.youtube.com/watch?v=iz_SJ5TpLJ0,iz_SJ5TpLJ0,The Diary Of A CEO,"7,024,649 views",,2:03:29,7409,7024649
ALICIA KEYS Reveals 5 Daily Rituals To Calm Your Nervous System,https://www.youtube.com/watch?v=j0TiKDrT1wc,j0TiKDrT1wc,Jay Shetty Podcast,"382,667 views",,1:32:46,5566,382667
David Goggins: How to Build Immense Inner Strength,https://www.youtube.com/watch?v=nDLb8_wgX50,nDLb8_wgX50,Andrew Huberman,"18,188,117 views",,2:37:35,9455,18188117
Lewis Hamilton ON: EVERYTHING You've Been Taught About Success Is A LIE... |  Jay Shetty,https://www.youtube.com/watch?v=AyiWKXTd9aY,AyiWKXTd9aY,Jay Shetty Podcast,"2,202,997 views",,1:10:35,4235,2202997
"Mike Epps On 'Old Head' Status, ""Last Friday"" Movie, Touring New Material + More",https://www.youtube.com/watch?v=bE1X0o79GcQ,bE1X0o79GcQ,Breakfast Club Power 105.1 FM,"231,062 views",,33:58,2038,231062
Kendrick Lamar & Rick Rubin Have an Epic Conversation | GQ,https://www.youtube.com/watch?v=4lPD5PtqMiE,4lPD5PtqMiE,GQ,"11,270,736 views",,49:48,2988,11270736
"Michael B. Jordan Talks Killmonger, Kobe, Future Of HBCUs & More | FULL Taylor Rooks Interview",https://www.youtube.com/watch?v=yBXStZtpfN0,yBXStZtpfN0,Bleacher Report,"191,633 views",,46:18,2778,191633
Mel Robbins: This One Hack Will Unlock Your Happier Life | E108,https://www.youtube.com/watch?v=0kOtvoX88J0,0kOtvoX88J0,The Diary Of A CEO,"3,527,666 views",,1:58:59,7139,3527666
Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U,BwjnG45zO5U,Jay Shetty Podcast,"2,906,910 views",,1:33:42,5622,2906910
"MICHELLE OBAMA Opens Up On Her 8 Years In The White House: ""We Know Too Much.""",https://www.youtube.com/watch?v=X2vNGwMCw-M,X2vNGwMCw-M,Jay Shetty Podcast,"2,871,437 views",,1:07:25,4045,2871437
The Science of Emotion Regulation | Ethan Kross,https://www.youtube.com/watch?v=iqCpwiaIFy4,iqCpwiaIFy4,10% Happier,"4,084 views",,1:15:48,4548,4084
Lewis Howes ON: Unlocking The POWER OF YOUR MIND For Success & Abundance! | Jay Shetty,https://www.youtube.com/watch?v=54iHHsucmt0,54iHHsucmt0,Jay Shetty Podcast,"905,824 views",,1:18:32,4712,905824
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
Dr. Joe Dispenza: WATCH THIS To Rewire Your Brain & ATTRACT Anything You Want,https://www.youtube.com/watch?v=F-MEegYIWaM,F-MEegYIWaM,Jay Shetty Podcast,"1,136,619 views",,1:14:51,4491,1136619
The First Steps To Reducing Your Anxiety with author Mel Robbins | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=JP5USHGSF8o,JP5USHGSF8o,Simon Sinek,"369,712 views",,57:11,3431,369712
Tony Robbins Helps Theo Deal With Low Self Worth,https://www.youtube.com/watch?v=NEKHOzrasdg,NEKHOzrasdg,Theo Von Clips,"3,629,301 views",,13:35,815,3629301
The Dream Expert: What Your Dreams Are Trying to Tell You (The Ultimate Dream Interpretation Guide),https://www.youtube.com/watch?v=T30Ul9AiIfs,T30Ul9AiIfs,Jay Shetty Podcast,"1,253,158 views",,1:40:56,6056,1253158
"Robert Waldinger ON: If You STRUGGLE To Find Happiness In Life, WATCH THIS! | Jay Shetty",https://www.youtube.com/watch?v=EUqBAcSDpL4,EUqBAcSDpL4,Jay Shetty Podcast,"300,815 views",,1:10:43,4243,300815
Robert Greene On How To Stop Feeling Empty Inside & Finding Your Unique Purpose,https://www.youtube.com/watch?v=nXs4UABX4Kc,nXs4UABX4Kc,Jay Shetty Podcast,"1,487,131 views",,1:18:54,4734,1487131
Dopamine Expert: Doing This Once A Day Fixes Your Dopamine! What Alcohol Is Doing To Your Brain!!,https://www.youtube.com/watch?v=R6xbXOp7wDA,R6xbXOp7wDA,The Diary Of A CEO,"3,242,810 views",,2:11:40,7900,3242810
WATCH THIS EVERY DAY To Brainwash Yourself For SUCCESS & ABUNDANCE! | Joe Dispenza & Jay Shetty,https://www.youtube.com/watch?v=4qykb6jKXdo,4qykb6jKXdo,Jay Shetty Podcast,"6,488,193 views",,20:25,1225,6488193
The Spiritual Guide: Stop Saying This! It Keeps You Blocked From Having What You Want!,https://www.youtube.com/watch?v=teGkH9liuhU,teGkH9liuhU,Lewis Howes,"308,588 views",,59:34,3574,308588
How to Regulate Your Nervous System for Stress & Anxiety | Peter Levine | Ten Percent Happier,https://www.youtube.com/watch?v=WCRVarlDAZY,WCRVarlDAZY,10% Happier,"251,054 views",,1:14:32,4472,251054
How to Create a New Version of Yourself: Let Go of Past Mistakes & Regret with Sarah Jakes Roberts,https://www.youtube.com/watch?v=M98E87vhM_c,M98E87vhM_c,Mel Robbins,"980,100 views",,1:26:19,5179,980100
Dr Joe Dispenza on Using The Power of Your Mind To Heal,https://www.youtube.com/watch?v=KNJG7LOGeAc,KNJG7LOGeAc,Finding Mastery,"445,638 views",,1:30:03,5403,445638
#1 Neurosurgeon: How to Manifest Anything You Want & Unlock the Unlimited Power of Your Mind,https://www.youtube.com/watch?v=s-wONyk3RV0,s-wONyk3RV0,Mel Robbins,"2,083,545 views",,1:16:30,4590,2083545
Big Sean's Manifestation Mantra: Why You Need to Stop Chasing and Start Attracting,https://www.youtube.com/watch?v=Cn8MSHirv54,Cn8MSHirv54,Jay Shetty Podcast,"469,884 views",,1:27:08,5228,469884
Joe Rogan shocked as Elon Musk exposes the biggest scam in human history on his podcast,https://www.youtube.com/watch?v=9t4wHZ5cjk4,9t4wHZ5cjk4,Sky News Australia,"815,656 views",,8:47,527,815656
"Body Language Expert: Stop Using This, It’s Making People Dislike You, So Are These Subtle Mistakes!",https://www.youtube.com/watch?v=VHUrdELKjDw,VHUrdELKjDw,The Diary Of A CEO,"8,760,130 views",,2:43:35,9815,8760130
The Neuroscience of Confidence | Ian Robertson,https://www.youtube.com/watch?v=pBUJRgjmnAg,pBUJRgjmnAg,10% Happier,"2,540 views",,1:11:32,4292,2540
Dr. Marc Brackett: How to Increase Your Emotional Intelligence,https://www.youtube.com/watch?v=kG5Qb9sr0YQ,kG5Qb9sr0YQ,Andrew Huberman,"1,112,591 views",,2:34:34,9274,1112591
The Stress Expert: Your Brain is Like a Phone Battery! (9 Ways to Instantly Recharge),https://www.youtube.com/watch?v=9EqrUK7ghho,9EqrUK7ghho,Jay Shetty Podcast,"275,969 views",,1:17:27,4647,275969
"These Kids Are TELEPATHIC! They Can Read Minds, See Auras & Speak to The Other Side! | Ky Dickens",https://www.youtube.com/watch?v=bY6JTLwkUzc,bY6JTLwkUzc,Jay Shetty Podcast,"31,594 views",,1:32:04,5524,31594
"Secret Agent: If You’re Easily Offended, You’re Easily Manipulated! This 1 Trick Catches A Lie In 2s",https://www.youtube.com/watch?v=7l_0ZcSuRwg,7l_0ZcSuRwg,The Diary Of A CEO,"2,130,865 views",,2:38:50,9530,2130865
Dopamine Expert: Doing This Once A Day Fixes Your Dopamine! What Alcohol Is Doing To Your Brain!!,https://www.youtube.com/watch?v=R6xbXOp7wDA,R6xbXOp7wDA,The Diary Of A CEO,"3,242,810 views",,2:11:40,7900,3242810
Tipping: Last Week Tonight with John Oliver (HBO),https://www.youtube.com/watch?v=89R9ZxKaIOw,89R9ZxKaIOw,LastWeekTonight,"2,729,515 views",,24:55,1495,2729515
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
Using Your Mind to Control Your Physical Health & Longevity | Dr. Ellen Langer,https://www.youtube.com/watch?v=QYAgf_lfio4,QYAgf_lfio4,Andrew Huberman,"448,102 views",,3:22:20,12140,448102
Neuroscientist Reveals: THIS 60-Minute Rule Will FIX Your Dopamine Addiction (Try This!),https://www.youtube.com/watch?v=d1e_Y88en3M,d1e_Y88en3M,Jay Shetty Podcast,"148,311 views",,1:10:08,4208,148311
How to Find Your Purpose | Robert Greene & Dr. Andrew Huberman,https://www.youtube.com/watch?v=WzrALzUnZ0g,WzrALzUnZ0g,Huberman Lab Clips,"1,092,924 views",,19:42,1182,1092924
"Dr Joe Dispenza: How to Reprogram Your Mind, Transcend Reality, & CREATE Your Dream Life!",https://www.youtube.com/watch?v=XgOE-5k0rvs,XgOE-5k0rvs,Lewis Howes,"838,517 views",,58:44,3524,838517
The Insulin & Glucose Doctor: This Will Strip Your Fat Faster Than Anything!,https://www.youtube.com/watch?v=NyFSkGMWP5Q,NyFSkGMWP5Q,The Diary Of A CEO,"2,616,978 views",,2:43:51,9831,2616978
The Science Of Building Extreme Discipline - Andrew Huberman,https://www.youtube.com/watch?v=8OHYynw7Yh4,8OHYynw7Yh4,Chris Williamson,"2,978,596 views",,16:37,997,2978596
The World’s No.1 Sleep Expert: The 6 Sleep Hacks You NEED! Matthew Walker,https://www.youtube.com/watch?v=Us8n8VBQn_c,Us8n8VBQn_c,The Diary Of A CEO,"5,443,490 views",,2:05:41,7541,5443490
How To Wake Up Early Every Morning Without Feeling Tired - Dr Andrew Huberman,https://www.youtube.com/watch?v=fp24tgTOz3Y,fp24tgTOz3Y,Chris Williamson,"839,121 views",,12:15,735,839121
"How to Use Exercise to Improve Your Brain’s Health, Longevity & Performance",https://www.youtube.com/watch?v=J2oqi41dCNc,J2oqi41dCNc,Andrew Huberman,"336,591 views",,1:49:32,6572,336591
Andrew Huberman: You Must Control Your Dopamine! The Shocking Truth Behind Cold Showers!,https://www.youtube.com/watch?v=jSqCL7Npln0,jSqCL7Npln0,The Diary Of A CEO,"3,479,021 views",,4:01:57,14517,3479021
Dr. Joe Dispenza ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS!,https://www.youtube.com/watch?v=d7sUWwHugg8,d7sUWwHugg8,Jay Shetty Podcast,"6,898,361 views",,1:13:26,4406,6898361
The SUGAR Expert: Everything You Need To Know About Glucose Spikes (& 5 HACKS TO PREVENT THEM),https://www.youtube.com/watch?v=MxovSnvSO4E,MxovSnvSO4E,Jay Shetty Podcast,"3,732,981 views",,1:11:11,4271,3732981
Neuroscientist Proves Manifestation Is REAL (4-Step Method To Hack Your Brain!) | Dr. Tara Swart,https://www.youtube.com/watch?v=7KCzaQdUmyU,7KCzaQdUmyU,Jay Shetty Podcast,"332,385 views",,1:23:35,5015,332385
The 10 Glucose Goddess Hacks: easy tricks that will change how you feel forever | Episode 3 of 18,https://www.youtube.com/watch?v=1PkshTBkWZ8,1PkshTBkWZ8,Glucose Revolution,"2,493,965 views",,22:12,1332,2493965
Glucose Goddess: The 10 Glucose Hacks!,https://www.youtube.com/watch?v=3esF-pNAM9c,3esF-pNAM9c,The Diary Of A CEO,"6,810,993 views",,1:40:29,6029,6810993
The Nutrition Expert: 93% of Adults Have Metabolic Issues (What Your Body Is Trying to Tell You),https://www.youtube.com/watch?v=t2OeZcxVVI4,t2OeZcxVVI4,Jay Shetty Podcast,"1,144,147 views",,1:53:58,6838,1144147
The Detox Expert: Drink THIS First Thing In The Morning On An Empty Stomach!,https://www.youtube.com/watch?v=P7FWTG-tSe4,P7FWTG-tSe4,Jay Shetty Podcast,"804,984 views",,1:17:23,4643,804984
Change Your Body & Your Life in 1 Month: 4 Small Habits That Actually Work,https://www.youtube.com/watch?v=mMHNvy9pFj0,mMHNvy9pFj0,Mel Robbins,"315,253 views",,1:43:45,6225,315253
Watch his reaction when he’s told he’s a GOOD BOY for the first time 🥹,https://www.youtube.com/watch?v=xjV3CEBxOiQ,xjV3CEBxOiQ,Rocky Kanaka,"4,543,100 views",,54:59,3299,4543100
The Fastest Way To Lose Belly Fat (THIS Is The Best Kept Weight Loss Secret) | Dr. Mindy Pelz,https://www.youtube.com/watch?v=bL2J_657prk,bL2J_657prk,Jay Shetty Podcast,"1,116,038 views",,1:29:01,5341,1116038
Mel Robbins: The ‘Let Them Theory’ (A Life-Changing Hack That 15M People Can’t Stop Talking About),https://www.youtube.com/watch?v=P91b4civBxA,P91b4civBxA,Jay Shetty Podcast,"917,941 views",,1:23:57,5037,917941
How to avoid glucose spikes? Glucose Goddess answers | Wellness Check | Vogue France,https://www.youtube.com/watch?v=rWYBl4Zkkm8,rWYBl4Zkkm8,Vogue France,"732,373 views",,13:38,818,732373
COFFEE & its Consequences: 3 science tips you need to know | Episode 7 of 18,https://www.youtube.com/watch?v=FPhzvETIKBk,FPhzvETIKBk,Glucose Revolution,"2,601,514 views",,15:19,919,2601514
4 Eating Habits for Greater Brain Health | Glucose Goddess,https://www.youtube.com/watch?v=KLBPqWrr42I,KLBPqWrr42I,Jim Kwik,"2,611,376 views",,23:00,1380,2611376
"Eat THIS to Lose Fat, Prevent Disease, & Feel Better Now With Dr. William Li",https://www.youtube.com/watch?v=WSBVq3Wj7Lg,WSBVq3Wj7Lg,Mel Robbins,"537,197 views",,1:32:44,5564,537197
Reversing Type 2 diabetes starts with ignoring the guidelines | Sarah Hallberg | TEDxPurdueU,https://www.youtube.com/watch?v=da1vvigy5tQ,da1vvigy5tQ,TEDx Talks,"11,718,219 views",,18:12,1092,11718219
Dr Jason Fung’s BRUTALLY Honest Opinion On OZEMPIC!,https://www.youtube.com/watch?v=raKfaFKH3SY,raKfaFKH3SY,The Diary Of A CEO Clips,"1,956,733 views",,12:33,753,1956733
"GLP-1, Ozempic: Science and Hacks You MUST Know",https://www.youtube.com/watch?v=fz4bv1MXLgQ,fz4bv1MXLgQ,Glucose Revolution,"258,886 views",,23:13,1393,258886
"Prevent Alzheimer’s, improve Depression, Anxiety, and Brain Fog: The Food's Power | Episode 17 of 18",https://www.youtube.com/watch?v=5-oUFBTyw74,5-oUFBTyw74,Glucose Revolution,"2,483,674 views",,23:23,1403,2483674
The Insulin & Glucose Doctor: This Will Strip Your Fat Faster Than Anything!,https://www.youtube.com/watch?v=NyFSkGMWP5Q,NyFSkGMWP5Q,The Diary Of A CEO,"2,616,978 views",,2:43:51,9831,2616978
Secret Service Agent: REMOVE PEOPLE From Your Life if They Have THESE RED FLAGS! Evy Poumpouras,https://www.youtube.com/watch?v=YXH_O2FHqpo,YXH_O2FHqpo,Lewis Howes,"1,978,859 views",,57:16,3436,1978859
Sugar CRAVINGS: 3 reasons you have them and the proven science to destroy them | Episode 1 of 18,https://www.youtube.com/watch?v=J6KHmymKE9M,J6KHmymKE9M,Glucose Revolution,"1,199,525 views",,20:15,1215,1199525
What Happens To Your Body When You Quit Sugar For 30 Days?,https://www.youtube.com/watch?v=nOEK5A967dk,nOEK5A967dk,Dr. Sten Ekberg,"3,552,994 views",,26:48,1608,3552994
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
"Esther Perel: How to Find, Build & Maintain Healthy Romantic Relationships",https://www.youtube.com/watch?v=ajneRM-ET1Q,ajneRM-ET1Q,Andrew Huberman,"923,807 views",,2:06:14,7574,923807
The BIGGEST Reasons 80% Of Relationships FAIL... | Esther Perel,https://www.youtube.com/watch?v=QRpV9K11K3M,QRpV9K11K3M,Greatness Clips - Lewis Howes,"4,231,852 views",,23:09,1389,4231852
#1 LOVE Therapist: This Relationship Mistake Is HURTING Your Intimacy & Sex Life | Esther Perel,https://www.youtube.com/watch?v=eahzk9k8ax8,eahzk9k8ax8,Lewis Howes,"336,767 views",,59:24,3564,336767
Esther Perel’s Best Advice for Finding Love Today,https://www.youtube.com/watch?v=2bWFq8RiPR4,2bWFq8RiPR4,Matthew Hussey,"271,424 views",,1:14:10,4450,271424
The Narcissism Doctor: THESE Toxic Patterns Are Signs You're Dealing With A Narcissist,https://www.youtube.com/watch?v=RAv8ysXZ0U4,RAv8ysXZ0U4,Jay Shetty Podcast,"2,579,031 views",,56:33,3393,2579031
"5 Signs Of An Incompatible Relationship & 3 Signs You’ve Found “The One""",https://www.youtube.com/watch?v=qtQg09GLXVc,qtQg09GLXVc,Mel Robbins,"342,354 views",,1:14:28,4468,342354
WORLD LEADING THERAPIST Answers The Biggest Questions People Ask In Therapy | Lori Gottlieb,https://www.youtube.com/watch?v=b3yAuqcjmJk,b3yAuqcjmJk,Jay Shetty Podcast,"1,765,407 views",,1:11:00,4260,1765407
To Anyone Going Through a Breakup: How to Heal a Broken Heart & Move On,https://www.youtube.com/watch?v=GcJVygChaxA,GcJVygChaxA,Mel Robbins,"291,874 views",,1:21:48,4908,291874
How To TRULY Accept & Love Your Partner | Esther Perel,https://www.youtube.com/watch?v=3lIZ7Qoz_No,3lIZ7Qoz_No,Greatness Clips - Lewis Howes,"790,195 views",,18:14,1094,790195
Wise Women Cut Off These 5 Types of People Silently | Brené Brown,https://www.youtube.com/watch?v=QdFk55p8WjM,QdFk55p8WjM,Empowering Insights,"45,958 views",,19:00,1140,45958
8 Demonic Ways Narcissists Mess with Your Mind,https://www.youtube.com/watch?v=coXCbSsKbTk,coXCbSsKbTk,Kris Reece,"43,749 views",,17:39,1059,43749
#1 RELATIONSHIP EXPERT: This Will DESTROY Your Relationship | Esther Perel x Rich Roll Podcast,https://www.youtube.com/watch?v=zoF_eUfzjwY,zoF_eUfzjwY,Rich Roll,"110,055 views",,2:00:12,7212,110055
"""Love is Not Enough in Intimate Relationships!"" You NEED These 3 Things As Well with Matthew Hussey",https://www.youtube.com/watch?v=3Z7JMFGrzGc,3Z7JMFGrzGc,Lewis Howes,"750,772 views",,1:20:10,4810,750772
How To Become The PERFECT Partner (Find Love Today!) | Esther Perel,https://www.youtube.com/watch?v=a-PDqXa_K7E,a-PDqXa_K7E,Greatness Clips - Lewis Howes,"796,530 views",,16:02,962,796530
The secret to desire in a long-term relationship | Esther Perel | TED,https://www.youtube.com/watch?v=sa0RUmGTCYY,sa0RUmGTCYY,TED,"7,934,321 views",,19:11,1151,7934321
Rethinking infidelity ... a talk for anyone who has ever loved | Esther Perel | TED,https://www.youtube.com/watch?v=P2AUat93a8Q,P2AUat93a8Q,TED,"15,750,462 views",,21:31,1291,15750462
"LOVE EXPERT ON: When A Man TRULY LOVES You, He Will DO THIS! | Stephan Speaks & Jay Shetty",https://www.youtube.com/watch?v=mPQBcb9wf8Q,mPQBcb9wf8Q,Jay Shetty Podcast,"7,458,733 views",,1:07:36,4056,7458733
The Signs of a Doomed Relationship | Esther Perel,https://www.youtube.com/watch?v=l88HJgDAJnI,l88HJgDAJnI,The Jordan Harbinger Show,"534,852 views",,1:20:55,4855,534852
How To Find THE PERFECT RELATIONSHIP | Esther Perel & Lewis Howes,https://www.youtube.com/watch?v=VXMTG8prP7s,VXMTG8prP7s,Greatness Clips - Lewis Howes,"1,246,884 views",,19:33,1173,1246884
#1 RELATIONSHIP COACH: A Roadmap To Your BEST Love Life | Matthew Hussey x Rich Roll,https://www.youtube.com/watch?v=SFBC6Jou6Sg,SFBC6Jou6Sg,Rich Roll,"169,922 views",,2:14:26,8066,169922
WORLD LEADING THERAPIST Answers Relationship Questions Most People Are Afraid to Ask | Lori Gottlieb,https://www.youtube.com/watch?v=CQ6lqkeQVQ4,CQ6lqkeQVQ4,Jay Shetty Podcast,"820,218 views",,1:22:08,4928,820218
How To Attract Someone Who Compliments Your Energy - Matthew Hussey,https://www.youtube.com/watch?v=cWvaxLc-sx4,cWvaxLc-sx4,Chris Williamson,"379,523 views",,1:58:55,7135,379523
Mel Robbins: This One Hack Will Unlock Your Happier Life | E108,https://www.youtube.com/watch?v=0kOtvoX88J0,0kOtvoX88J0,The Diary Of A CEO,"3,527,666 views",,1:58:59,7139,3527666
"Trevor Noah ON: For People Who FEEL LOST In Life, WATCH THIS To Find Yourself |  Jay Shetty",https://www.youtube.com/watch?v=a5BHutz6P-g,a5BHutz6P-g,Jay Shetty Podcast,"3,447,732 views",,1:31:10,5470,3447732
The Only Dating Advice You'll Ever Need,https://www.youtube.com/watch?v=166lDfHQtZA,166lDfHQtZA,Mel Robbins,"161,821 views",,1:20:15,4815,161821
"Dating Coach: This Dating Habit Is Keeping You Single! If You Want a Relationship, Do THIS.",https://www.youtube.com/watch?v=Tw_e9YdRXDg,Tw_e9YdRXDg,Jay Shetty Podcast,"113,456 views",,1:12:41,4361,113456
Jordan Peterson on romantic relationship ( 2 hours ),https://www.youtube.com/watch?v=PQo8hFqfe9A,PQo8hFqfe9A,Inspiration Abode,"219,834 views",,2:08:18,7698,219834
Dr. Joe Dispenza: WATCH THIS To Rewire Your Brain & ATTRACT Anything You Want,https://www.youtube.com/watch?v=F-MEegYIWaM,F-MEegYIWaM,Jay Shetty Podcast,"1,136,619 views",,1:14:51,4491,1136619
Matthew Hussey: “I Wish I Knew THIS When I Was Single” - How To HEAL The #1 Pattern BLOCKING LOVE,https://www.youtube.com/watch?v=fWDLI3gr4jE,fWDLI3gr4jE,Lewis Howes,"521,633 views",,1:52:34,6754,521633
Are You Sabotaging Your Happiness? The Key Habits That Drive Success in Love & Life @LisaBilyeu,https://www.youtube.com/watch?v=VvbjMMepKwE,VvbjMMepKwE,Jay Shetty Podcast,"123,418 views",,1:02:30,3750,123418
Matthew Hussey ON: How to Get Over Your Ex & Find True Love in Your Relationships,https://www.youtube.com/watch?v=s2wkbI-qWrc,s2wkbI-qWrc,Jay Shetty Podcast,"2,151,793 views",,1:28:02,5282,2151793
“The Secret of a Happy Relationship…” the Best Advice That I Have Received,https://www.youtube.com/watch?v=WLKZz6vA0QQ,WLKZz6vA0QQ,Mel Robbins,"229,142 views",,1:00:49,3649,229142
LOVE EXPERT: Why Smart and Successful Women Have Less Success in Dating@MeetStephanSpeaks,https://www.youtube.com/watch?v=XtzbgvtsApE,XtzbgvtsApE,Jay Shetty Podcast,"179,474 views",,1:27:15,5235,179474
This Statistically Is The Best Age To Get Married So You Don't Get A Divorce!,https://www.youtube.com/watch?v=SNuHbJbuUZE,SNuHbJbuUZE,The Diary Of A CEO,"1,333,662 views",,1:49:07,6547,1333662
The First Steps to Find Love with Matthew Hussey | A Bit of Optimism Podcast,https://www.youtube.com/watch?v=VFfyay7grd0,VFfyay7grd0,Simon Sinek,"239,177 views",,56:36,3396,239177
"Body Language Expert: Stop Using This, It’s Making People Dislike You, So Are These Subtle Mistakes!",https://www.youtube.com/watch?v=VHUrdELKjDw,VHUrdELKjDw,The Diary Of A CEO,"8,760,210 views",,2:43:35,9815,8760210
The Biggest Complaints Women Have About Men - Matthew Hussey,https://www.youtube.com/watch?v=dR-plImpf_8,dR-plImpf_8,Chris Williamson,"1,417,935 views",,2:13:01,7981,1417935
"""Love is Not Enough in Intimate Relationships!"" You NEED These 3 Things As Well with Matthew Hussey",https://www.youtube.com/watch?v=3Z7JMFGrzGc,3Z7JMFGrzGc,Lewis Howes,"750,772 views",,1:20:10,4810,750772
Michael B. Jordan EXCLUSIVE: How To Connect With Your Intuition & Focus On Your Path,https://www.youtube.com/watch?v=FlibCSZ93gM,FlibCSZ93gM,Jay Shetty Podcast,"1,112,926 views",,1:23:04,4984,1112926
FUTURE SELF S4 EP16 - Logic vs emotion in men & women W/ Charlie (4k),https://www.youtube.com/watch?v=KHybxIbFSxA,KHybxIbFSxA,Future Self Podcast,400 views,,44:41,2681,400
"I did Tiktoks HARDEST fitness challenge (75 hard) WITH a 9 to 5, here's how to copy me",https://www.youtube.com/watch?v=oRzi5JkIViI,oRzi5JkIViI,Devamsha,"110,439 views",,15:48,948,110439
Breaking The Cycle - Supporting young Dancers Without Passing on our Wounds,https://www.youtube.com/watch?v=buTLgeZchRM,buTLgeZchRM,Kate Histon,15 views,,43:10,2590,15
The Fastest Way To Lose Belly Fat (THIS Is The Best Kept Weight Loss Secret) | Dr. Mindy Pelz,https://www.youtube.com/watch?v=bL2J_657prk,bL2J_657prk,Jay Shetty Podcast,"1,116,038 views",,1:29:01,5341,1116038
The SUGAR Expert: Everything You Need To Know About Glucose Spikes (& 5 HACKS TO PREVENT THEM),https://www.youtube.com/watch?v=MxovSnvSO4E,MxovSnvSO4E,Jay Shetty Podcast,"3,732,981 views",,1:11:11,4271,3732981
Kim Kardashian’s Trainer REVEALS Amazing Habits That Changed Her Life & Built Her STRONGEST Self!,https://www.youtube.com/watch?v=Z5v3kbwFFi0,Z5v3kbwFFi0,Lewis Howes,"42,145 views",,1:14:24,4464,42145
Joe Rogan Experience #2281 - Elon Musk,https://www.youtube.com/watch?v=sSOxPJD-VNo,sSOxPJD-VNo,PowerfulJRE,"9,949,193 views",,3:11:08,11468,9949193
Watch Trudeau speak directly to Trump during blistering speech,https://www.youtube.com/watch?v=wz_42pckM7w,wz_42pckM7w,CNN,"3,496,765 views",,21:01,1261,3496765
Personal Trainer Answers Workout Questions From Twitter | Tech Support | WIRED,https://www.youtube.com/watch?v=n1uIcdnQB-k,n1uIcdnQB-k,WIRED,"472,103 views",,19:15,1155,472103
"Trump Berates Zelensky, Vance Wants a Thank You, Jimmy's Oscars Recap & Guillermo on the Red Carpet",https://www.youtube.com/watch?v=ReJM3mqDSfw,ReJM3mqDSfw,Jimmy Kimmel Live,"2,298,308 views",,16:39,999,2298308
